Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	I:\Fadime\250307\250308_++Cas_ML_I.raw	I:\Fadime\250203_Fadime_DSS3_ProMM_ML_1.raw	I:\Fadime\250307\250308_++Cas_ML_II.raw	I:\Fadime\250307\250308_++Cas_ML_III.raw	I:\Fadime\250307\250308_-N+C_Sec_ML_II.raw	I:\Fadime\250203_Fadime_DSS3_ProMM_ML_2.raw	I:\Fadime\250307\250308_-N+C_ML_I.raw	I:\Fadime\250307\250308_-N+C_ML_III.raw	I:\Fadime\250307\250308_-N+C_Sec_ML_III.raw	I:\Fadime\250307\250308_-N+C_ML_II.raw	I:\Fadime\250307\250308_-N+C_Sec_ML_I.raw	I:\Fadime\250203_Fadime_DSS3_ProMM_ML_3.raw	I:\Fadime\250307\250308_ProMM_Sec_ML_I.raw	I:\Fadime\250307\250308_ProMM_Sec_ML_II.raw	I:\Fadime\250307\250308_ProMM_Sec_ML_III.raw
SPO1422	Adenosylcobinamide-GDP ribazoletransferase (EC 2.7.8.26) (Cobalamin synthase) (Cobalamin-5'-phosphate synthase)				590145	793766	964379	1.00555e+06		695952	766207	784710		820708		875615			
SPO1423	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)				4.72391e+06	3.60532e+06	4.69472e+06	4.68347e+06		3.53141e+06	3.46005e+06	3.36204e+06	1.34082e+06	3.36692e+06	1.00711e+06	3.51335e+06	1.09294e+06		1.71553e+06
SPO1424	Glutathione-regulated potassium-efflux system protein				929820	1.47866e+06	1.08389e+06	1.00887e+06		1.42806e+06	1.20762e+06	1.23586e+06	5.1051e+07	1.21945e+06		1.48502e+06		4.72006e+06	
SPO1425	"Transcriptional regulator, AsnC family"				366191	686223	589713	575182		584241	590770	541607		578672		641852			
SPO1426	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)				500105	440746	578594	614424	5.51885e+06	378455	6.55804e+06	6.8094e+06	5.5009e+06	6.28235e+06	5.14958e+06	401922	1.10412e+07		
SPO1427	Type IV pilus biogenesis protein PilP				6.60783e+06	5.2475e+06	5.50652e+06	5.52871e+06	1.80249e+08	5.93115e+06	5.19152e+06	4.94748e+06		5.15523e+06	6.1345e+06	5.62556e+06	2.09138e+06	2.24857e+06	924289
SPO1429	"Outer membrane protein, 28Kda"				3.24846e+07	4.23312e+07	3.19826e+07	3.07696e+07	2.44237e+07	4.64194e+07	3.01628e+07	3.00364e+07	1.81794e+07	2.83823e+07	2.03821e+07	4.72828e+07	9.40541e+07	1.03589e+08	9.73871e+07
SPO1430	Antibiotic efflux protein					122175	602900	1.46024e+06			251874	186262		410960					
SPO1431	O-acetylhomoserine aminocarboxypropyltransferase (EC 2.5.1.49)				1.52785e+07	1.64798e+07	1.88022e+07	1.88199e+07	1.32355e+07	1.52311e+07	1.76526e+07	1.76085e+07	1.23124e+07	1.67845e+07	1.4894e+07	1.63373e+07	185320	199047	262849
SPO1432	Rhodanese domain protein				4.41588e+06	2.44569e+06	4.51485e+06	4.35813e+06	3.14014e+08	2.52408e+06	2.82973e+06	2.745e+06	3.6385e+08	2.96069e+06	4.30756e+08	2.77144e+06	2.55574e+06	478794	
SPO1433	"Oxidoreductase, aldo/keto reductase family"				2.00237e+07	1.18336e+07	1.54845e+07	1.55882e+07		1.21195e+07	1.0545e+07	1.04345e+07	6.07329e+06	1.07111e+07	7.10197e+06	1.21024e+07	2.58313e+07	2.36618e+07	2.8677e+07
SPO1434	"Transcriptional regulator, AraC family"				493791	348796	451391	473572		335000	465945	448828		444174		327674			
SPO1435	NADPH dependent quinone reductase				1.45417e+06	879651	1.30307e+06	1.30822e+06	2.22657e+07	826099	969781	976410		941646		829433	566214	805588	842670
SPO1436	L-carnitine dehydrogenase (CDH) (L-CDH) (EC 1.1.1.108)				792810	461341	943836	931506		409091	638317	613674		614246		431419			
SPO1437	"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase (EC 1.1.1.-)"				75806.3	72896	89808.5	83327.5		66053.9	99179.8	95569.7		107252		72261.6			170203
SPO1438	Uncharacterized protein				2.50453e+06	1.57773e+06	3.65606e+06	2.98551e+06	3.09819e+06	1.15779e+06	1.03685e+06	1.01871e+06		1.0004e+06		1.29267e+06			
SPO1439	"DNA binding protein, putative"				487973	493436	380243	379172		480082	428633	431794		468487		466376			
SPO1442	"Membrane protein, putative"				344720	578231	694390	701436		515418	594896	648462		613057		528539			
SPO1443	ATP-dependent RNA helicase RhlE				1.44034e+07	1.66739e+07	1.31167e+07	1.18281e+07	1.30865e+07	1.71459e+07	1.84818e+07	1.72152e+07	1.16052e+07	1.79158e+07	1.07829e+07	1.6947e+07	254465	566210	671414
SPO1444	"Glycosyl transferase, group 2 family protein"				1.6541e+06	1.36791e+06	1.49064e+06	1.57019e+06		1.38678e+06	1.46149e+06	1.43643e+06	4.4439e+06	1.45465e+06		1.28201e+06			
SPO1445	"Oxidoreductase, short chain dehydrogenase/reductase family"				1.02007e+06	870203	874297	786948		966822	3.73032e+06	3.59945e+06		3.67859e+06		920361			
SPO1446	"Cyclase, putative"				1.10162e+06	1.08504e+06	1.04589e+06	1.12526e+06		1.0361e+06	5.00346e+06	4.76163e+06		5.07345e+06	1.49396e+06	1.02549e+06			
SPO1447	"Oxidoreductase, short chain dehydrogenase/reductase family"				1.23181e+06	1.13435e+06	1.15313e+06	1.18183e+06	1.38343e+07	1.10453e+06	5.218e+06	4.94731e+06		5.26248e+06	1.67024e+06	1.09085e+06			
SPO1448	Thiolase				399521	728666	520513	462946		611758	2.9165e+06	2.88635e+06		2.76864e+06		616352			
SPO1449	AMP-binding protein				513973	785578	589457	594205	8.01676e+06	805068	4.70244e+06	4.63053e+06		4.6439e+06		801367			
SPO1450	"Aromatic 1,2-dioxygenase, beta subunit"				225270	347965	324883	353109		295380	1.81374e+06	1.71264e+06		1.57886e+06		288181			
SPO1451	"Aromatic 1,2-dioxygenase, alpha subunit"				1.00307e+06	2.03082e+06	1.11253e+06	1.21087e+06	5.08781e+06	1.94294e+06	1.25981e+07	1.27981e+07	6.32069e+06	1.27749e+07	8.07286e+06	1.94037e+06			
SPO1452	Oxidoreductase NAD-binding domain/2Fe-2S iron-sulfur cluster binding domain protein				93559.6	228455	214266	194718		237051	1.18725e+06	1.20805e+06		1.16879e+06		222839			260127
SPO1453	"Transcriptional regulator, MarR family"				2.44063e+06	1.81775e+06	2.00672e+06	1.80152e+06		1.8355e+06	2.14526e+06	1.94451e+06		2.07296e+06		1.99332e+06		131489	
SPO1454	"TRAP dicarboxylate transporter, DctP subunit"				476346	575616	593158	537919	6.16361e+06	518461	1.91606e+06	1.91285e+06	8.45995e+06	1.96077e+06	1.00631e+07	646156	3.63462e+06	4.54364e+06	4.86029e+06
SPO1455	TRAP transporter small permease protein				153874	244766	188385	137645		230889	809056	853702		779376		238852			
SPO1456	TRAP transporter large permease protein					82253.3	38546.9			72998.7	168471	198294		160964		68930.1			
SPO1457	Thioesterase family protein				3.4406e+06	4.05354e+06	3.4334e+06	3.54236e+06		3.97617e+06	3.30163e+06	3.21901e+06	2.00025e+06	3.12996e+06		4.06545e+06	8.25115e+06	1.0665e+07	8.28248e+06
SPO1458	"Transcriptional regulator, MarR family"				630984	503505	600007	553374		456618	1.01537e+06	929288		1.01962e+06		504223		3.66041e+06	
SPO1459	"Indolepyruvate oxidoreductase, IorA subunit, putative"				599725	560139	630412	636132		545654	1.0684e+06	1.03367e+06		1.14207e+06		600420			
SPO1460	"Indolepyruvate oxidoreductase, IorB subunit, putative"				491949	628789	617921	610331		621459	967860	921436		1.05029e+06		650757			
SPO1461	Hydantoin racemase				810593	1.01786e+06	936556	957691		1.00657e+06	1.67669e+06	1.63366e+06		1.76982e+06		1.02193e+06			
SPO1462	OmpA family protein				468133	721508	733875	722242		689783	491692	521429		546119		687366			175714
SPO1463	TRAP transporter large permease protein				73931	61935.8	127492	138080		43286.9	254702	297170		320029		54129.3			
SPO1464	TRAP transporter small permease protein				281731	100056	160536	212366		127223	458916	525159		472210		158960			
SPO1465	"TRAP dicarboxylate transporter, DctP subunit, putative"				2.4175e+06	869838	2.82315e+06	2.91814e+06	1.1005e+07	860506	4.43835e+06	4.08075e+06	1.34458e+07	4.3887e+06	1.55501e+07	908516	2.63441e+07	2.60757e+07	2.8739e+07
SPO1466	"Opine dehydrogenase, putative"				196140	93433.6	152497	153864		97076.4	1.46428e+06	1.47367e+06		1.45345e+06		101178			
SPO1467	3-hydroxyacyl-CoA dehydrogenase family protein				116602	68961	120382	96416.4		54232.5	1.38654e+06	1.37137e+06		1.43498e+06		62480.3	246004		
SPO1468	Aminotransferase family protein				987428	591115	1.01846e+06	995104		585774	588802	585713		607704		607607	1.88413e+06	1.72734e+06	2.0291e+06
SPO1469	"3-ketosteroid dehydrogenase, putative"				1.19095e+06	719244	988980	1.0213e+06		830996	1.09557e+06	936233		918968		632363			
SPO1470	Isocitrate lyase family protein				420558	249444	340642	387994		231712	271049	253252		245938		236785			
SPO1471	Isochorismatase family protein				673631	431617	637923	565436		360580	401775	380930		395192		353691	182034	196113	105812
SPO1472	Hydantoin utilization protein A				523323	339669	478969	500109		310893	384376	415148		409456		361161			1.09793e+06
SPO1473	"Hydantoin utilization protein B, putative"				217306	141788	166711	203996		130460	164420	140217		162966		134774			
SPO1474	"Tautomerase, putative"				239121	206282	230734	220003		206133	268350	276912		271184		194828			
SPO1475	"Transcriptional regulator, GntR family"				367202	368675	379911	296047		365749	342794	329177		344396		365455			
SPO1476	3-isopropylmalate dehydratase (EC 4.2.1.33)				549717	527268	524666	506054	1.73369e+07	472837	434791	421399		414965	2.06233e+07	480233			
SPO1477	3-isopropylmalate dehydratase (EC 4.2.1.33)				206511	217300	260540	273946		204690	213993	174828		194258		201466			
SPO1478	RNA polymerase sigma factor				477165	796675	499780	474656		702444	375290	358165		401906		558694			
SPO1479	"Transcriptional activator, putative"				634586	666819	538433	494686		688071	493440	482337		469468		657940			
SPO1480	"Oxidoreductase, short-chain dehydrogenase/reductase family"				272011	684021	226825	208274		632626	141073	123625		130368		531412			
SPO1481	Cyclopropane/cyclopropene fatty acid synthesis protein				97991.6	238030	102733	89063.6		180559	42025.3	45808		35457.8		144811			
SPO1482	Amine oxidase domain-containing protein				2.99011e+06	1.3149e+07	3.1044e+06	2.60154e+06		1.12726e+07	1.28942e+06	1.15814e+06		1.43931e+06		8.70713e+06			
SPO1483	"Cyclopropane-fatty-acyl-phospholipid synthase, putative"				554849	2.20521e+06	629716	539074		1.90954e+06	313300	297479		321233		1.58338e+06			
SPO1484	Chalcone isomerase domain-containing protein				233040	214895	178948	210737		228890		171981		84140.2		182824			
SPO1485	Sodium:galactoside symporter family protein					109172	112847			80203.9		80141.8		45686.4		75444.5			
SPO1486	Lipoprotein				418510	944762	352682	347389		812922	286459	242264		258374		728428			
SPO1488	"Transcriptional regulator, LuxR family"				501172	592710	459478	488547		502867	555390	538756		515664		486797		261479	
SPO1489	Indole acetamide hydrolase (EC 3.5.1.-)				705448	93921.4	532198	544784		84499.9	226953	296214		233451		87984			
SPO1490	"Regulatory protein, putative"				507383	74715.6	509531	584697		135886	207232	213252		232976		75255.9			
SPO1491	"Branched-chain amino acid ABC transporter, permease protein"				196020	356960		92739.1			210620	210383		206113		269839			
SPO1492	"Branched-chain amino acid ABC transporter, permease/ATP-binding protein"				181493	34884.1	108511	128674		82143.9	61065.6	49428.2		45570.2	4.12131e+07	109052			
SPO1493	"Branched-chain amino acid ABC transporter, ATP-binding protein"				149908	48708	131949	116609		65204.3	62096.1	55332.9		72729.9		64469.5			
SPO1494	"2-hydroxychromene-2-carboxylate isomerase, putative"				531226	279588	512925	510929		268734	278947	297888		271957		280151			
SPO1495	"ABC transporter, ATP-binding protein"				1.59116e+06	1.88064e+06	1.56803e+06	1.54296e+06		1.79791e+06	1.41282e+06	1.35086e+06		1.45011e+06		1.47228e+06	1.23966e+07	1.53953e+07	2.17437e+06
SPO1496	"ABC transporter, permease protein"				1.10607e+06	1.24381e+06	1.21703e+06	1.14146e+06		1.20642e+06	1.04899e+06	1.05022e+06		976787		1.04556e+06			139397
SPO1497	"Efflux transporter, RND family, MFP subunit"				7.03749e+06	6.82066e+06	7.44679e+06	7.44303e+06		6.65321e+06	5.72968e+06	5.82577e+06		6.14286e+06	799053	6.20242e+06			
SPO1498	Fumarate hydratase class I (EC 4.2.1.2)				2.10066e+07	2.15727e+07	1.90178e+07	1.88695e+07	1.79389e+07	2.24065e+07	2.17326e+07	2.12764e+07	1.89652e+07	2.11774e+07	1.96606e+07	2.10491e+07	195071	187666	320792
SPO1499	"Hydrolase, alpha/beta fold family"				2.25274e+06	2.28876e+06	2.52844e+06	2.64923e+06		2.09071e+06	2.08608e+06	2.0245e+06		2.0113e+06		2.21739e+06			
SPO1500	PqqA peptide cyclase (EC 1.21.98.4) (Coenzyme PQQ synthesis protein E) (Pyrroloquinoline quinone biosynthesis protein E)				1.09144e+06	3.21138e+06	1.17732e+06	1.02111e+06		3.12452e+06	587255	567199		615062		2.79025e+06			
SPO1501	PqqA binding protein (Coenzyme PQQ synthesis protein D) (Pyrroloquinoline quinone biosynthesis protein D)				572388	1.66145e+06	544458	494145		1.78539e+06	324141	446652		372909		1.73633e+06			
SPO1502	Pyrroloquinoline-quinone synthase (EC 1.3.3.11) (Coenzyme PQQ synthesis protein C) (Pyrroloquinoline quinone biosynthesis protein C)				1.10956e+06	4.09883e+06	1.01153e+06	974886		3.80211e+06	568036	570691		623461		3.29769e+06			
SPO1503	Coenzyme PQQ synthesis protein B (Pyrroloquinoline quinone biosynthesis protein B)				1.18811e+06	2.71433e+06	987179	1.08132e+06		2.73654e+06	539376	501081		516526		2.31404e+06			
SPO1505	histidine kinase (EC 2.7.13.3)				324297	925941	336812	302383		862411	463019	443422		423975		823568	1.07733e+06		
SPO1506	GfdT protein				294197	651363	251701	247409		633524	310553	311192		298899		623172			
SPO1507	"DNA-binding response regulator, LuxR family"				1.70005e+06	4.03852e+06	2.08308e+06	1.85056e+06		3.88972e+06	1.28791e+06	1.22377e+06		1.22843e+06		3.63092e+06			
SPO1508	Quinoprotein ethanol dehydrogenase (EC 1.1.99.-)				514787	3.18526e+06	418464	370708		2.97932e+06	564000	548896		566319		2.99626e+06	617255	753396	451006
SPO1509	Cytochrome c family protein				115953	59917	207722	191356		42555.7						61068.3			
SPO1510	Transport permease protein					112281	55688.3			90493.4	69021	82509.1		76927.8		85229.3			
SPO1511	"Efflux ABC transporter, ATP-binding protein"				882687	1.75774e+06	657241	652849		1.64966e+06	624895	623209		610277		1.59082e+06			
SPO1512	MSP domain-containing protein				2.42084e+06	7.75373e+06	3.47776e+06	3.52745e+06	2.28046e+06	7.0859e+06	1.78162e+06	1.66082e+06	3.35961e+06	1.77846e+06	2.50574e+06	7.21509e+06	2.72813e+06	4.24598e+06	1.59517e+06
SPO1513	YNCE-like beta-propeller domain-containing protein				760446	2.57025e+06	1.17653e+06	1.16207e+06		1.89039e+06	502397	504105	1.82778e+06	482227		2.00204e+06	223066	237559	398469
SPO1514	Leucine-binding protein domain-containing protein				1.74819e+06	4.26001e+06	1.44281e+06	1.46024e+06		4.18081e+06	813031	784866		775387		3.89866e+06			
SPO1515	"Cytochrome c550, putative"				395339	1.67284e+06	573481	571970	4.50526e+06	1.47727e+06	246730	160974	3.82534e+06	242704		1.41533e+06			4.54086e+06
SPO1516	"Amino acid ABC transporter, periplasmic substrate-binding protein, putative"				323341	1.30776e+06	422352	437419		1.15397e+06	200967	201716		210568		1.09818e+06			
SPO1517	Carbon monoxide dehydrogenase operon G protein				8.08719e+06	1.75937e+07	7.26348e+06	7.78113e+06	1.38444e+07	1.9343e+07	5.11868e+06	5.07835e+06		5.11355e+06		1.83727e+07			
SPO1518	"Carbon-monoxide dehydrogenase, small subunit (EC 1.2.99.2)"				1.87727e+06	8.116e+06	2.31053e+06	2.53954e+06		8.67457e+06	2.56719e+06	2.43602e+06	2.74737e+06	2.3446e+06	2.23802e+06	8.10502e+06	8.16203e+06	8.53682e+06	6.14576e+06
SPO1519	"Carbon monoxide dehydrogenase, large subunit (EC 1.2.99.2)"				1.86726e+06	8.38171e+06	1.91339e+06	1.86364e+06		8.0426e+06	2.58686e+06	2.60297e+06	2.98464e+06	2.53123e+06	3.17978e+06	7.85855e+06	1.79941e+07	1.44241e+07	1.45782e+07
SPO1520	"Carbon monoxide dehydrogenase, medium subunit, putative"				5.29035e+06	1.46337e+07	4.86627e+06	4.65863e+06	3.54879e+06	1.41937e+07	4.77131e+06	4.5697e+06	4.75668e+06	4.55316e+06	4.1488e+06	1.41857e+07	2.39753e+07	1.96899e+07	1.80794e+07
SPO1521	"Regulatory protein, putative"				134988	326457	133906	128316		307175	37327.6	109820		87687.5		301496			
SPO1522	Rhodanese domain-containing protein				1.50543e+06	742680	1.54163e+06	1.58308e+06		681847	931657	851389		901036		776941			
SPO1523	Metallo-beta-lactamase family protein				226183	536202	225509	177926		459732	125348	161652		131158		469243			
SPO1524	Quinoprotein dehydrogenase-associated SoxYZ-like carrier				161897	81210.6	149189	132123		60141.2	113105	110454		103893		54170.6			
SPO1525	"Transporter, AcrB/AcrD/AcrF family"				82926.7	127865	103989	104568		114593	128797	132406		123360		97125.8			
SPO1526	"Efflux transporter, RND family, MFP subunit"				270065	204830	286477	311206		168524	310693	285844		251892		190855			
SPO1527	VTC domain-containing protein				56099.1	55354.8		49787.4		57749.6		42594.5		51326.8		55122.9			
SPO1528	Auto-transporter adhesin head GIN domain-containing protein				426108	280083	423237	437529		292298	320027	327032		261155		275056	431178		
SPO1530	Integral membrane protein MviN				346573	464381	392417	517876		573994	500302	291987		423525		396522			
SPO1531	BioF2-like acetyltransferase domain-containing protein				389193	344690	388242	388415		281020	219933	217261		199749		338968	1.12123e+06	392370	664271
SPO1532	Uncharacterized protein				915565	719404	1.13081e+06	1.15948e+06	1.00436e+06	658340	674205	667161	2.6035e+06	666482	8.73321e+06	640300			
SPO1533	"Glycosyl transferase, group 1 family protein"				822295	1.42968e+06	737080	791281		1.53618e+06	1.08288e+06	1.14604e+06		1.03687e+06		1.54171e+06	640496		
SPO1535	Chitooligosaccharide deacetylase (Nodulation protein B)				388495	305303	448998	477570		243758	271436	348197		395815		327313			
SPO1536	"Glycosyltransferase, group 1"				3.11191e+06	1.78928e+06	3.04663e+06	3.10783e+06		1.88362e+06	2.36393e+06	2.44865e+06		2.36962e+06		1.7735e+06		4.36946e+07	1.45457e+06
SPO1537	"Twin-arginine translocation pathway signal sequence domain protein, putative"											82963.1				51020.3	3.72076e+06	5.88892e+06	3.21897e+06
SPO1538	Chain length determinant protein				543775	360124	561152	552288		323774	456599	504517		487312		346957			
SPO1540	"Glycosyl transferase, group 2"				129430	73372.2	108247	128175		57210.5	65575.3	98634.4		95025.2		50623			
SPO1541	"Transcriptional regulator, LysR family"				699413	888815	608345	600710		945523	924623	923492		946036		896148			
SPO1542	Renal dipeptidase family protein				1.38553e+06	1.23123e+06	1.65648e+06	1.47486e+06		1.20361e+06	1.53251e+06	1.4271e+06	2.38622e+06	1.46491e+06		1.19465e+06			5.5883e+06
SPO1543	"Peptide/opine/nickel uptake family ABC transporter, periplasmic substrate-binding protein"				4.96888e+06	5.12094e+06	6.38234e+06	5.92085e+06	1.21296e+07	5.45398e+06	6.83064e+06	6.66894e+06	1.06544e+07	6.84707e+06	1.19829e+07	5.73045e+06	1.45884e+08	1.39356e+08	1.71401e+08
SPO1544	"Peptide/opine/nickel uptake family ABC transporter, permease protein"				191367	255870	253559	223916		265580	346341	352548		318614		281170			
SPO1545	"Peptide/opine/nickel uptake family ABC transporter, permease protein"				631873	786872	799050	728310		736146	1.09847e+06	1.09289e+06		1.05271e+06		756026			
SPO1546	"Peptide/opine/nickel uptake family ABC transporter, ATP-binding protein"				877129	941584	894522	869791		957071	1.10349e+06	1.1481e+06		1.17274e+06		980881	2.2495e+06		
SPO1547	"Peptide/opine/nickel uptake family ABC transporter, ATP-binding protein"				1.00914e+06	949655	945354	898965	2.94235e+07	1.03662e+06	1.18249e+06	1.21934e+06	3.07725e+07	1.20293e+06	3.21442e+07	1.01636e+06	769708		
SPO1548	Trimethylamine N-oxide-binding protein (TMAO-binding protein)				141065	112871	46699.2	70868.4		111466	212281	149191		205383		128362	2.84928e+06	2.69208e+06	2.78382e+06
SPO1549	Trimethylamine N-oxide transport system ATP-binding protein TmoW (TMAO transport system ATP-binding protein TmoW) (EC 7.6.2.9)				392149	154287	347183	334838		150744	137836	158922		149820		151593			
SPO1551	Trimethylamine monooxygenase (TMA monooxygenase) (Tmm) (EC 1.14.13.148)				165831	253150	152271	185060		223678	2.62298e+06	2.38312e+06		2.62382e+06	3.5861e+06	237707			
SPO1552	"ABC transporter, periplasmic substrate-binding protein, putative"				465825	586910	527441	528667		537963	1.38586e+06	1.34629e+06		1.4726e+06		537488			
SPO1553	"Transcriptional regulator, GntR family"				2.66626e+06	3.27603e+06	3.04246e+06	3.1086e+06	2.28871e+06	3.27615e+06	3.74277e+06	3.64049e+06		3.67484e+06		3.44749e+06			
SPO1554	Ammonium transporter family protein				71739.9	49588.5					60830.5	93674.4		86761.6					
SPO1556	formate dehydrogenase (EC 1.17.1.9)				1.59468e+06	2.60966e+06	1.52203e+06	2.88536e+06		2.68369e+06	2.84238e+06	3.85848e+06		3.80722e+06		2.00498e+06			
SPO1557	#NAME?				2.02828e+07	6.43591e+06	1.80486e+07	1.79012e+07	9.49713e+06	6.33434e+06	8.85271e+06	8.84032e+06	8.32456e+06	8.72211e+06	7.43694e+06	6.44051e+06	325416	161655	224274
SPO1558	#NAME?					209993	161452	190945		168213	189582	167506		224155		183500			
SPO1559	#NAME?				6.21738e+06	5.42167e+06	7.15667e+06	7.42748e+06	7.30037e+06	5.02323e+06	5.73419e+06	5.47198e+06	5.33033e+06	5.24223e+06	7.33699e+06	5.1824e+06	1.48206e+07	1.5776e+07	1.50517e+07
SPO1560	Bifunctional protein FolD 2 [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]				330588	441702	393335	417674		332933	567620	538308		538506		343531			
SPO1562	Trimethylamine-oxide aldolase (EC 4.1.2.32) (Trimethylamine N-oxide demethylase) (TMAO demethylase) (Tdm)				2.75115e+06	2.70116e+06	2.69703e+06	2.58636e+06		2.58462e+06	2.79619e+06	2.78367e+06		2.71507e+06		2.51803e+06			
SPO1563	Protozoan/cyanobacterial globin family protein				57836.9	81675.9	62459.2	60763.1		62276.7	51404.4	37467.9		58440		55137.4			
SPO1564	MOFRL domain protein				923094	522568	685824	662162		508878	751829	637798		739630		536057	1.2603e+06	1.78209e+06	
SPO1565	"Citrate lyase, putative"				2.10832e+06	912780	1.82845e+06	1.80003e+06		884474	1.4708e+06	1.46585e+06	1.01638e+08	1.47326e+06	8.20284e+07	842348	102170	222370	1.15255e+07
SPO1566	"DNA-binding response regulator, LuxR family"				837937	872556	608274	522047		868997	879285	851150		856845		824982			
SPO1567	"Aminotransferase, putative"				310500	454279	297939	286951		405633	447491	438953		429836		411587			
SPO1568	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)				470395	350801	247473	250958	2.23042e+07	396589	349016	365747	3.75836e+07	373218	4.65753e+07	314069			5.19276e+06
